Boss,Subordinate,Immediate?
16611,11370,1
896,344,0
40164,11953,1
40196,2926,1
40164,52048,0
896,63697,0
896,13643,0
20805,5357,0
35981,104808,0
43716,88994,1
18427,28924,0
20805,2399,0
1055,94774,0
755,13904,0
896,27763,0
20805,2148,0
13904,4802,1
76045,112487,0
76045,6800,1
63574,27873,1
896,90131,0
5063,19866,1
4671,88644,0
20805,1649,0
896,98324,0
35981,49148,0
2273,18285,0
40164,101634,0
579,103674,0
27104,3068,0
27104,61026,0
76045,72278,0
755,905,1
701,94771,0
1492,11412,0
76045,111066,0
4827,76115,0
40164,18811,0
40164,52227,0
20805,113147,0
20805,22070,0
76045,117258,0
20805,18590,1
1055,12661,0
40164,49190,0
76045,35901,1
35981,45359,0
113114,2645,0
113114,96252,0
81543,11219,1
20805,11220,0
35981,146,0
20195,72176,1
27104,30174,1
3209,35731,0
2273,111166,0
2587,70659,0
896,1212,0
20805,20100,0
35981,2615,0
20805,36138,0
701,85021,0
40164,27027,0
113114,1206,0
827,69677,1
81359,5355,1
579,12431,0
27104,22960,0
19235,101372,1
30174,28816,0
5063,27313,1
76045,77143,0
18327,1520,1
896,986,0
42936,116903,0
755,2959,1
2273,635,0
76045,64581,0
2273,27378,0
20805,40537,0
27104,115014,0
76045,541,0
18327,1377,1
27104,112745,0
40164,28436,0
7319,3154,0
19235,64581,0
755,93599,0
40164,871,0
12285,116903,0
755,54451,0
20805,30923,0
15260,8970,1
2273,47822,0
40164,19760,0
20805,2926,0
76045,111313,0
27104,2272,0
40164,14004,0
35981,111573,0
76045,2731,0
20805,11806,0
35981,28183,0
896,112282,0
3209,40870,0
20805,40716,0
19479,28183,0
270,29146,0
40164,117270,1
46153,27903,0
35981,905,0
755,18785,0
17312,34621,1
4671,34954,0
1999,247,1
19235,30637,1
755,76849,0
18477,75322,0
1751,9847,0
9347,94397,1
20805,5978,0
2937,52172,1
3394,73406,1
76045,3561,1
76045,5406,0
40164,19088,0
76045,77748,0
27104,3703,0
304,1611,0
20805,35684,0
76045,106850,0
755,12499,0
20805,5355,0
20805,54129,1
18327,27889,0
27104,146,0
20805,100659,0
14758,55348,0
896,37643,0
76045,81543,0
113114,63697,0
105707,3231,1
113114,13971,0
94774,3381,0
92989,1990,1
113114,95487,0
471,5355,0
18472,43819,1
27104,3392,0
76045,29554,0
76045,40253,0
755,35744,0
471,4027,0
46153,71160,1
896,40652,0
89380,13697,0
471,79495,0
18477,54015,0
40164,36134,0
20805,52048,0
48944,43350,0
2841,35923,1
35901,2368,1
905,1706,1
113114,12628,0
40164,11384,0
76045,111102,0
896,113150,0
40164,1505,0
27104,2082,0
40164,49227,0
56700,51800,0
35981,2390,0
12620,28655,1
270,1855,1
75627,5995,1
40164,2564,0
701,52772,0
27021,3461,1
31379,101080,0
2273,30323,0
27104,29535,0
35981,4894,0
102777,1891,1
20805,70610,0
43716,101095,0
49468,3381,0
113114,76805,0
701,1635,0
17939,1802,1
40164,104097,0
20805,54493,0
113114,4281,0
58824,14318,0
27104,12504,0
35981,63556,0
40164,89006,0
76045,688,0
896,49232,0
35981,2877,0
113114,18458,0
2273,19965,1
76045,2310,0
4671,40114,0
35981,2958,0
76045,104837,0
20805,4850,0
76045,49468,1
896,2480,0
40221,3608,1
76045,101246,0
2243,2469,1
48944,2157,0
40164,36383,0
76045,80801,1
755,1505,0
113114,81524,0
1055,96306,0
701,5140,1
701,18570,0
27104,1650,1
19235,20670,1
27104,12434,0
5063,51492,1
755,3362,1
20805,527,0
20805,40160,1
270,2659,1
20805,63937,1
4671,34357,0
1994,2499,0
40164,117258,0
101091,107522,1
471,12205,0
27104,3381,0
113114,212,0
76045,47747,0
4671,52292,0
3209,2230,0
905,2844,1
97947,34954,0
2273,115014,0
471,1999,0
40164,1635,0
35981,58825,0
27104,4759,0
30185,5914,0
27104,6651,0
20805,3690,0
20805,11429,0
579,18785,0
40164,84840,0
40164,2034,1
113114,2038,0
471,3720,0
701,89238,0
40164,35861,0
113114,3405,0
76045,4735,0
896,94556,0
896,3574,0
20805,28977,0
701,26868,0
2273,44100,0
35981,1393,0
896,3429,0
40164,96632,0
14758,19866,1
579,20635,0
4780,13904,1
701,3718,0
40164,1191,0
113114,108366,0
755,3004,0
471,20874,0
16611,91168,0
2273,64528,0
76045,40114,1
20805,100451,0
579,199,0
1786,12499,1
20805,5379,0
76045,5975,0
896,113114,0
113114,35969,0
755,19760,0
20805,81543,0
48944,65026,0
40164,21626,0
19235,2761,1
76045,12659,0
27104,617,0
1840,85971,1
35981,2027,0
18472,29146,0
896,54493,0
579,27315,0
20805,47551,0
7319,40254,0
20805,36177,0
40164,2959,1
5425,104158,1
27104,92391,0
19235,63797,0
40164,8090,1
27104,71627,0
4671,18477,0
1756,19482,0
40196,19220,0
40164,43713,0
40164,18400,1
49468,106180,0
76045,835,0
20805,110994,0
35981,108805,0
471,33865,0
701,20406,0
471,26990,0
20805,74746,0
76045,1512,0
35981,1227,0
1599,81151,0
755,55733,0
579,111183,0
20805,2564,0
18327,1498,1
35981,20026,0
4671,19088,0
701,18892,0
76045,54375,0
27104,16810,0
40164,2499,1
40164,107234,0
701,113968,1
896,59642,0
20805,104158,0
701,34166,0
2587,89761,0
5063,18811,1
79848,5866,0
101091,21150,1
76045,99419,0
579,3443,1
19235,26935,1
56700,73351,0
27104,115336,0
40164,13822,1
14758,30789,0
1055,8252,0
2587,111066,0
701,13822,0
18327,16470,0
304,4898,1
46153,115324,0
755,11384,0
40164,492,0
76045,34621,0
20805,3773,0
1895,27305,0
20805,58058,0
40164,41766,0
896,3764,0
20805,5906,0
76045,111573,0
579,111102,0
40164,3258,1
113114,3774,0
35981,99507,0
755,104362,1
113114,30950,0
27104,4642,0
19235,44677,1
35981,26935,0
76045,15406,0
18327,5355,1
471,18892,0
35981,54375,0
113114,13643,0
20805,28949,0
40164,101784,0
102777,578,1
20805,490,1
113114,115014,0
2273,95487,0
20805,97374,0
896,17167,0
20805,101617,0
20805,1581,0
40164,99419,0
49468,115336,0
76045,72241,0
20805,111105,0
701,64834,0
113114,111441,0
76045,27763,0
76045,3646,0
896,73955,0
46153,19866,1
701,96632,0
40164,2058,0
20805,12850,0
113114,69949,0
19235,75969,0
20805,27324,0
18327,247,1
2273,146,0
896,14758,0
755,3682,0
40164,97429,0
755,62410,0
35981,4821,0
471,40114,0
755,3027,0
35981,14326,0
4671,40716,0
27104,66165,0
113114,788,0
27104,28436,0
20805,11219,0
755,2343,0
27104,101372,0
19479,51217,1
113114,18641,0
896,1233,0
76045,2417,0
76045,21959,0
35981,2578,0
20805,3381,0
3209,30085,0
76063,113653,0
113114,1235,0
20805,114589,0
113114,79993,0
40164,112733,0
40164,5866,1
40164,1170,1
579,5866,0
35981,30779,0
1756,106850,1
896,2731,0
76045,871,0
12008,1309,0
11317,3345,0
701,35684,0
471,51399,0
40164,1021,0
3209,94080,0
755,5075,1
76045,2980,0
55456,11446,1
36162,42868,1
5425,64276,1
113114,4780,0
89380,26989,0
27104,2937,1
19479,11194,1
81543,20464,1
71160,39647,1
27104,1756,0
2273,18370,1
701,27889,0
113114,507,0
18327,18376,1
701,5355,0
35981,18641,0
76045,55068,0
1756,71380,0
579,21660,0
27104,3487,0
76045,1151,0
76063,112401,0
1840,89452,1
896,74742,0
31379,41766,0
48944,64834,0
2273,4769,1
755,4367,0
14758,53371,0
76045,28809,0
20805,9847,0
40164,384,0
49468,65477,0
40164,3645,1
896,35981,0
18474,99404,1
701,97429,0
113114,2958,0
75322,905,0
40164,30787,0
20805,95931,0
18327,742,1
40164,13904,0
3209,56729,0
27104,247,0
4671,47932,0
27104,103674,0
1281,25104,0
896,8754,0
16611,1192,0
40164,35885,0
35981,11441,0
2273,3526,1
35981,1320,0
579,1281,0
1756,11429,0
896,40537,0
4827,73324,0
56700,94970,0
40164,1151,0
27104,2216,0
102777,43350,0
46153,62410,1
20805,95487,0
76045,71544,0
18466,27305,0
58842,47034,0
896,71768,0
40164,49232,1
76045,199,0
2273,70406,1
20805,4827,1
75969,5117,1
18327,4787,0
4671,35901,1
76045,18370,0
35981,4857,0
40164,111183,0
1055,20208,0
20805,101784,0
48944,76028,1
20805,18478,0
27104,11334,0
35981,1917,0
40164,97304,0
27104,114589,0
20805,5117,0
27104,1212,0
48944,28657,0
43716,58825,0
755,2480,0
113114,112733,0
49468,61360,0
35981,3773,0
40164,93669,0
105707,54406,0
56700,15803,0
1055,1492,0
76045,1503,1
701,44832,0
27104,5986,0
3804,12434,1
76045,2167,0
14758,28701,1
40164,2213,0
2273,19920,1
40164,9540,0
27104,27021,0
5063,40967,1
27104,54375,0
27104,54091,0
2273,76702,0
28977,26989,0
2712,9298,1
35981,75627,0
76045,66689,0
113114,55733,0
49468,88644,0
40164,104307,0
2273,65367,0
896,761,0
896,114136,0
2587,104362,0
40164,247,0
19385,75969,1
4671,5355,0
14758,18641,1
56700,1932,0
40164,3646,1
20805,81151,1
2273,949,1
35981,71768,0
3720,1377,1
35981,15737,0
76045,2619,0
27104,1990,1
76045,94556,0
27104,36138,0
701,98840,0
76045,71891,0
76045,91433,0
20805,15063,0
40164,103456,0
755,11224,0
5063,20277,1
755,851,0
48944,9540,0
104632,507,0
35981,18287,0
1994,96161,0
2273,16810,0
113114,92989,0
14758,81093,0
20805,113161,0
18327,2366,1
27104,104783,0
896,212,0
35981,44100,0
20805,92391,0
12661,27421,0
105707,40707,0
389,1557,1
20805,94556,0
40164,77748,1
896,89341,0
1055,117311,0
40164,34621,0
12620,986,0
40164,4708,1
76045,30085,0
40164,3408,0
701,11446,0
40164,9847,0
2273,3667,1
113114,75627,0
20805,25397,0
20805,384,1
896,3337,0
755,1768,0
701,11303,0
270,112831,0
113114,34135,0
2273,55131,0
755,2578,1
40164,95931,0
27104,55063,0
2273,104837,0
20805,18656,1
113114,3242,0
1999,11219,1
20805,89341,0
35981,62551,0
27104,63797,0
40164,29030,0
113114,26746,0
113114,861,0
40164,1393,0
27104,11207,0
113114,88994,0
76189,1804,0
579,111239,0
76045,2344,0
40164,2964,0
896,104258,0
20805,1192,0
40164,704,0
40164,16810,1
755,13449,1
3209,2958,0
20805,30086,1
40164,111441,0
701,76063,1
5063,53703,1
35981,5379,0
270,29535,0
40164,95487,0
35981,2731,0
20805,51492,1
2841,11460,1
14758,838,1
40164,40133,0
20195,2782,0
49468,12661,0
113147,24977,0
19235,4700,1
40164,949,0
2273,27421,0
76045,16810,0
20805,104808,0
755,39647,0
4682,20100,1
113114,19866,0
113114,31324,0
35839,101617,0
7319,12931,0
4827,70020,0
2273,5379,0
18327,52772,1
76045,3554,0
76045,12205,1
113114,103347,0
102777,1528,1
20805,49227,0
102777,36556,1
35981,859,0
896,93680,0
35981,103456,1
76045,3443,1
18477,28830,0
35981,46153,0
20805,28924,0
20805,2147,0
19235,7320,1
20805,5090,0
40164,1016,0
76045,22022,0
49468,2511,0
20805,117311,0
40164,344,0
3209,506,1
14758,12617,0
4671,96413,0
20805,2437,1
20805,177,1
40164,303,0
76045,1786,0
40164,7118,0
20805,30323,0
4780,146,0
76045,18492,0
896,65712,0
20805,11317,0
113114,12049,0
3330,29455,0
20805,75617,0
471,7262,0
27104,55068,0
19235,52258,1
896,101784,0
4671,117311,0
755,83280,0
67858,71768,1
40164,18511,0
3089,375,0
40164,1233,1
76045,89637,0
20805,25496,0
40164,232,1
20805,77143,0
40164,60289,0
40164,11401,0
20805,9347,1
27104,2273,1
4780,45006,0
896,838,0
59368,73324,0
76045,3068,0
2273,20026,0
49468,9263,0
19235,1235,1
40164,113653,0
46153,94725,1
27104,26963,0
3804,13747,1
27104,75228,0
113114,27055,0
579,104258,0
27104,2511,0
76045,18361,0
12499,5914,1
4671,108805,0
701,12661,0
85818,3679,1
113114,2789,0
4671,64055,0
40164,85737,0
755,2378,1
101091,96632,1
20805,30185,0
20805,4644,0
20805,3408,0
40164,2952,0
701,1557,1
4671,610,0
27104,1124,0
4827,76585,0
113114,66131,0
54371,6651,0
2273,103861,0
304,752,0
20805,6186,0
896,1044,0
304,29533,0
113114,85340,0
113114,11401,0
20805,1454,0
40164,986,1
2273,5670,0
755,21063,0
20805,14326,0
896,899,0
40196,104097,0
896,105687,0
5425,112633,1
27104,35990,1
4780,119151,0
896,85364,0
896,2542,0
35981,119151,0
896,818,0
113114,30185,0
896,7238,0
20805,2964,0
76045,111239,0
20805,115016,0
20805,704,0
905,76702,0
3209,11219,0
20805,26989,0
40164,35342,1
2273,1208,0
76063,47005,0
755,66172,0
40164,59368,0
701,91433,0
4671,19589,0
896,18811,0
4671,27066,1
27104,2226,0
5063,54451,0
20805,29519,0
20805,45013,0
40164,51800,0
20805,2230,1
27104,3427,0
113114,65542,0
40164,40253,0
4671,40196,1
27104,19965,0
40164,3392,0
40164,41808,0
2230,2820,0
27104,28816,0
20805,63797,0
40164,71160,0
3209,389,0
27104,1917,0
43716,2603,1
2587,2877,1
27104,81145,0
35981,5914,0
2532,4027,0
35981,3526,0
182,27305,0
18477,199,0
2273,21959,1
2273,69949,0
30085,85399,0
35981,5995,0
40164,12285,0
40164,3082,0
471,1840,0
18477,344,0
40164,75969,0
4671,85678,0
113114,63638,0
18327,67799,1
4827,5542,0
19235,2216,1
5063,12499,1
304,2107,0
27104,83280,0
2273,3626,0
76045,39647,0
896,36162,0
12008,2980,0
76045,27873,0
76045,3756,0
2273,96918,0
755,19697,1
20805,344,0
18327,11412,0
27104,76805,0
1994,118324,1
27104,63774,1
113114,2983,0
20805,35969,1
76045,20607,0
40164,36138,0
35981,2399,0
2273,4857,1
40164,30323,0
20805,4838,0
40164,76849,0
701,65931,1
12008,104158,0
40164,40537,0
76045,18397,0
3023,12617,1
56700,199,0
18590,28338,0
12008,49227,0
18422,78254,1
20805,90544,1
31379,27903,0
896,2958,0
14758,1281,1
76045,19482,0
30085,35731,1
20805,85678,0
27104,90544,0
755,3715,1
755,18989,0
27104,2761,0
76063,75477,0
896,2877,0
76045,96226,0
2273,492,1
20805,1521,0
113114,18397,0
113114,64323,0
4827,1802,0
755,2027,0
17078,9540,0
20805,12661,0
113114,19760,0
113114,90131,0
20805,40967,1
755,70610,0
113114,14326,0
2273,40214,0
101091,30787,1
701,2772,0
1756,96252,1
113114,51492,0
14758,63797,0
20805,1299,0
113114,2761,0
19235,8966,0
75322,2480,0
49468,1855,0
40164,3764,0
3209,40153,0
20805,2952,0
2937,16810,1
19235,36138,1
4827,112409,0
76045,59642,0
20805,12467,0
46153,106730,0
20805,2841,0
1055,43350,0
27104,20208,0
35981,33554,0
7319,75343,0
35845,11953,0
76045,36138,0
755,713,1
827,212,1
20805,11209,0
471,5406,0
76045,1999,0
701,56714,1
2273,21348,0
27104,89580,0
113114,79848,0
20805,4367,0
701,18466,1
755,75011,0
20805,2107,0
4780,5117,0
755,11351,0
896,70659,0
49468,3720,0
701,104581,0
40164,6816,0
19235,17167,0
755,71891,0
76045,71160,0
40164,60677,0
76045,3082,0
48944,101091,1
27104,3594,1
701,9002,0
113114,3589,0
2273,3023,0
701,89452,0
3209,65477,0
22230,21150,0
896,4897,0
46153,51885,0
46153,79163,1
755,64528,0
40164,4850,0
40164,29455,0
5425,65931,1
102777,1004,1
701,69611,0
75322,1599,0
896,3774,0
40164,1520,0
20805,5075,1
40164,28830,0
896,103861,0
20805,36675,0
102777,605,1
755,4769,0
701,111717,0
40164,65477,0
40164,23570,0
27104,118963,0
896,1650,0
1788,2420,0
19235,94556,0
755,76288,0
755,2167,1
49468,263,0
71432,49616,0
896,36061,0
755,5914,0
755,35788,0
896,1505,0
75627,111313,0
48944,60677,0
40164,11334,0
701,3646,1
896,27313,0
755,119151,0
76045,2482,1
19235,100659,0
49468,94080,0
20805,3574,0
579,5914,0
113114,838,0
40164,1374,0
27104,2551,0
75322,341,0
20805,65367,0
76045,107234,0
113114,27873,0
20805,20209,0
896,71380,0
18590,55063,0
20805,18477,1
20805,99507,0
81543,836,1
701,26967,0
46153,21220,0
105707,303,0
20805,60637,0
76045,20406,1
2273,44728,0
2273,100451,0
3715,99,0
701,4682,1
18327,542,1
40164,2263,0
40164,18361,0
471,11290,0
20805,1505,0
20805,3594,1
35981,65290,0
701,78832,0
113114,5970,0
20805,4894,1
92989,40967,1
14758,6055,0
35981,11384,0
2273,19927,1
27104,118617,0
20805,20277,0
4671,77973,0
18327,2820,1
20805,21930,0
2273,1756,1
27104,25496,1
4780,94841,0
27104,116903,0
19235,115324,0
35981,94333,0
896,617,0
4827,29044,0
40164,8854,0
92989,2683,1
102777,59856,1
20805,5670,0
5425,1003,1
4682,81068,0
20805,12205,0
76045,94555,0
40164,1786,0
35981,111239,0
1599,19928,0
40164,470,0
5425,36524,0
755,119360,0
46153,37125,1
896,100451,0
579,101851,0
27104,11544,0
102777,3345,1
76045,24090,0
18327,27421,1
3209,43350,0
701,40565,0
1055,5978,0
113114,13951,0
20805,77007,0
2937,27873,0
76045,2796,0
49468,231,0
270,27421,0
896,76124,0
1055,5355,0
20805,3589,0
104632,18460,0
40164,76050,0
19235,55348,0
76045,90204,0
40164,97947,0
27107,71720,1
3594,859,1
76028,59771,0
20805,94555,1
896,104808,0
76045,30923,0
3209,12205,0
43716,6428,1
4671,2376,0
18327,120808,1
40164,36177,0
701,99404,0
304,560,0
2273,1917,1
2835,618,1
20805,111575,0
113114,13747,0
40164,51594,0
40164,1052,1
1055,115336,0
35981,1581,0
19235,85748,1
76045,3653,0
27104,1581,0
113114,35743,0
20805,3161,0
2273,98408,0
40164,1507,0
2273,92391,1
2273,22475,0
40164,80801,0
2273,4897,0
113114,35342,0
40164,2566,1
27104,11224,0
65026,43819,0
701,113653,0
76045,90544,1
76045,32891,0
76045,2343,0
40164,4281,0
40164,93942,1
3209,106180,0
49468,3392,0
76045,54121,0
701,1003,1
20805,107234,0
27104,9347,1
76045,52258,0
4671,18407,1
40164,67799,0
14758,94556,0
40164,2916,0
113114,66172,0
27104,1192,0
113114,18402,0
40164,30085,0
76045,1191,0
896,2789,0
76045,861,0
56700,1802,0
113114,36999,0
471,12851,0
7320,52258,1
304,2952,0
76045,95931,0
104632,13697,0
27104,11568,0
49468,1377,0
3209,31388,0
27104,3039,0
104632,22326,0
113114,52258,0
579,2683,0
5063,28701,1
27104,57909,0
20805,41766,0
896,2482,1
113114,29545,0
76045,2940,0
27104,3561,1
35981,713,0
20805,66172,0
27104,2877,0
20805,40797,0
27104,111105,1
896,66165,0
113114,43482,0
65392,14697,0
40164,32891,0
20805,40174,0
12499,55055,1
27104,2112,0
81543,247,1
1055,263,0
2273,2837,0
19235,12049,0
18472,26967,1
701,21150,0
18656,2417,1
2603,36174,1
46153,81093,0
755,89569,0
27104,47650,0
755,17461,0
19235,119151,0
2273,3363,0
701,1309,0
20805,65712,0
701,30787,0
3209,91433,0
896,177,0
76045,5265,0
27104,65712,0
27104,45013,0
304,1528,0
755,42469,1
18327,2226,0
27104,18458,0
27104,63638,0
896,119151,0
35981,3715,0
2273,18811,0
35981,6800,0
76045,475,0
27104,28977,0
18327,75502,0
40164,20195,0
88504,3756,0
76045,55733,0
755,3363,0
27104,53371,0
40164,52850,0
76045,12687,0
20805,27021,0
40164,82074,0
14004,77020,1
40164,56761,0
20805,72661,0
35981,12435,0
19385,31382,1
20805,35901,1
40164,2731,0
270,32891,0
76045,81612,0
11317,303,0
1055,81543,0
31379,5542,0
113114,2786,0
19235,79848,0
81543,35923,1
701,471,0
40164,107737,0
4671,5975,0
12008,36177,0
40164,108729,0
1840,40114,1
20805,75477,0
19235,101080,0
755,58825,0
40164,2953,0
27104,986,0
40164,17939,1
101091,36512,1
35981,2412,0
18590,117270,0
20805,22318,0
40164,78743,1
4671,114621,0
20805,118362,1
40164,18402,0
20805,1052,1
46153,6055,0
2273,7320,1
20805,7319,1
76045,61026,0
27104,1492,1
40164,18289,1
40164,19927,0
14758,80043,0
40164,56140,0
76045,11421,0
76045,2368,0
1999,106180,1
4671,835,0
19235,93669,0
27104,11219,1
755,11838,0
471,2820,0
40164,938,1
896,11194,0
76045,25496,0
92989,54451,0
56700,1751,1
113114,19235,0
2273,18340,0
20805,35731,0
2273,33554,1
113114,112282,0
20805,1347,1
2841,2485,1
113114,119430,0
27104,40797,0
7320,2761,1
2273,899,1
755,44892,0
270,52772,0
755,111441,0
120142,26989,0
35981,5542,0
2273,1320,0
102777,1435,1
20805,8252,0
40164,40254,0
27104,89537,0
20805,46153,1
579,3330,0
701,389,1
2937,2834,1
3740,40221,1
113114,3626,0
76045,38938,0
304,1847,0
2273,94725,0
76045,3303,0
755,47747,1
4780,1505,0
35981,111105,0
701,31388,0
76045,47551,0
35981,69677,0
905,2959,1
4671,15406,0
4682,26931,1
18590,6120,1
27104,36401,0
76045,1565,0
113114,103367,0
48944,104334,0
755,80801,1
12431,12687,0
40164,35851,0
40164,1895,0
755,2940,0
27104,114136,0
113114,55068,0
3209,247,0
81543,12661,1
76045,114621,0
896,4708,0
43716,66165,1
18477,31786,0
27104,4866,0
701,112401,0
40164,77020,0
20805,59856,0
2437,1393,1
113114,1804,0
304,12257,1
40164,37772,0
113114,2980,0
76045,6120,0
40164,2808,0
896,113161,0
40164,1492,1
4671,54015,0
4671,3356,0
11317,94688,0
40164,94632,0
27104,42489,0
20805,3089,0
20805,116903,0
270,11290,1
76045,89537,0
76045,77973,0
113114,33554,0
20805,1246,0
76045,96870,0
896,2959,0
76045,899,1
76045,52249,0
896,1235,0
27104,1170,1
40164,51102,0
27104,2762,0
113114,1233,0
76045,788,0
40164,104084,0
27104,40253,0
20805,12771,0
20805,1520,0
896,11384,0
76045,11568,0
58842,101634,0
75322,2399,0
49468,4866,0
76045,54439,0
76045,69949,0
113114,87088,0
76045,97374,0
113114,40539,0
10450,55348,0
20805,64323,0
2243,36556,1
46153,19037,0
20805,35814,0
2937,107737,1
896,19793,0
40164,26891,0
40164,3765,1
35981,93599,0
2273,830,0
2273,27873,0
28701,2619,1
4671,11750,0
20805,81375,0
40164,13971,0
12008,99404,0
2551,94070,0
40164,3588,1
755,10450,0
35981,93680,0
20805,76115,0
113114,98408,0
49468,527,0
4671,4845,0
18472,112831,1
2273,859,0
1994,65290,0
19235,51460,0
40164,69611,0
20805,52227,0
7319,52772,0
40164,18285,0
755,52850,0
4671,120808,0
2273,2796,1
27104,94414,0
20805,56140,0
3209,2147,0
40164,52172,0
755,69005,1
896,20670,0
389,8252,1
40164,112409,0
27104,94397,1
113114,40121,0
40164,89238,0
76045,18785,0
48944,97304,0
76045,2959,0
113114,18811,0
35981,101784,0
113114,34621,0
20805,231,0
76045,11401,0
14758,55131,0
76045,81151,0
35981,8970,0
755,2731,0
27104,103676,0
81543,52772,0
471,13726,0
701,81543,0
20805,29030,0
2273,75085,0
18422,3625,1
27104,15406,0
43716,986,1
27104,48612,0
1055,5140,0
30174,3300,1
27104,471,0
113114,3506,0
76045,40214,0
27104,93942,0
40164,12850,0
4827,15803,0
97938,3394,1
5425,18474,1
4780,29455,0
701,36556,0
30174,64528,1
113114,1393,0
20805,14423,0
2273,97374,0
113114,3000,0
27104,309,0
27104,2959,0
40196,104783,1
20805,29838,1
20805,119151,0
27104,9605,0
35981,27421,0
40164,2659,0
102777,303,1
20805,58842,0
896,3068,0
35901,231,1
304,51594,0
20805,20208,1
27104,18361,0
579,62551,0
1055,18478,0
896,71544,0
76045,8154,0
40164,71993,0
1756,2491,0
1999,12851,1
2273,579,0
701,2980,0
113114,11308,0
40164,701,1
755,2482,1
76045,88504,0
20805,37772,0
40164,26989,0
19589,5542,0
20805,1492,1
19235,31324,0
2273,46153,1
896,44100,0
701,40174,0
76045,76288,0
27104,1436,0
755,1384,1
18472,47235,1
755,111313,0
40164,40114,0
76045,11429,0
35981,51217,0
35981,66131,0
35981,42868,0
113114,40281,0
20805,6403,0
4671,40168,0
27104,1786,1
40164,2437,0
27104,2834,0
18422,13733,1
20805,11428,1
20805,104084,0
40164,12771,0
113114,1344,0
2273,111231,0
27104,41118,0
20805,113447,0
76045,88644,0
755,3242,0
113114,19162,0
27104,111573,0
76045,3405,0
18590,54121,0
49468,2230,0
18477,25104,0
755,36344,0
40164,471,0
2273,54451,0
76045,2034,0
76189,2990,0
4671,1635,0
1895,2263,0
1281,70406,1
35981,35885,0
2273,107234,0
102777,3344,1
579,15737,0
4708,38633,1
81543,1999,1
5425,212,0
20805,17461,1
701,1528,0
3804,490,1
40164,309,0
102777,102902,1
40164,29533,0
20805,3588,1
102777,26931,1
27104,17167,0
2273,66131,0
755,59642,0
2841,12851,1
19235,75627,0
755,12613,0
81543,12851,1
40164,4759,0
27104,4735,0
35981,6066,0
19235,28701,1
40164,1855,0
2483,5492,1
20805,509,0
701,79515,0
1756,2980,0
270,389,1
56700,8866,0
113114,18656,0
20805,52172,0
76045,29551,0
755,93892,0
896,4652,0
19385,103674,0
113114,77143,0
113114,104837,0
76045,263,0
19235,2619,0
46153,63774,0
40164,11412,0
4671,13697,0
27104,93697,0
27104,2230,0
755,29542,0
27104,40121,0
2937,22022,0
27104,8966,0
20805,1908,0
113114,117258,0
40196,119777,0
40164,85364,0
20805,3561,0
76045,12620,0
1994,4894,1
113114,859,0
2243,6403,1
35901,5406,0
4671,35923,0
31379,53860,1
4671,58842,0
27104,2793,0
20805,70222,0
49468,28436,0
113114,970,0
40164,706,0
4671,43713,0
35981,33028,0
2483,28657,1
896,11441,0
18590,103347,0
35981,12850,0
35981,5117,0
20805,4960,0
40164,28629,0
48944,2483,1
76045,7840,0
304,88876,0
18327,85971,0
46153,119777,0
19235,35894,0
113114,54493,0
104632,19760,0
111183,71891,1
27104,54121,0
5425,731,0
76045,3050,0
104632,11370,0
2937,3082,0
1984,35739,0
12008,55456,0
113114,40253,0
76045,3471,0
113114,30082,0
2273,1170,1
896,35744,0
40164,2489,0
20805,91168,0
20805,635,0
76045,4281,0
2273,5995,0
14758,111313,0
113114,12431,0
20805,29545,0
27104,1653,0
755,114438,0
896,55348,0
113114,3667,0
755,18641,0
20805,97938,1
35981,6428,0
113114,114402,0
85818,2789,1
3209,55180,0
19235,5542,0
755,75085,0
113114,93680,0
113447,18397,0
35981,31382,0
19235,239,1
20805,104362,1
19235,51885,0
20805,3782,0
20805,12049,0
20805,52588,0
1055,75343,0
89380,19760,0
35981,64231,0
76045,35923,1
113114,13904,0
905,12467,1
40164,35969,0
76045,4843,0
2273,3362,0
4827,9847,0
3209,94555,0
35981,18402,0
199,47034,1
30185,55055,0
35839,1520,1
20805,37643,0
20805,44083,0
27104,177,0
35981,36401,0
40164,58777,1
76045,96413,0
49468,32891,0
113114,6471,0
1004,27889,0
579,44728,0
40164,12202,0
40164,1235,0
41637,33998,0
22230,9540,0
18327,270,1
579,12617,0
19235,77063,1
104632,66689,0
755,19479,0
40164,26868,0
896,94333,0
76045,74742,0
101091,58824,1
701,27603,1
27104,270,1
63574,1393,1
40164,49307,0
35981,14758,1
4671,76214,1
35981,12434,0
2273,49148,0
20805,45915,0
4671,71701,0
27104,765,0
755,46153,1
76045,52579,0
27104,75085,0
40164,44526,0
40164,2619,0
12008,64276,0
4671,79515,0
27104,2480,0
19235,1075,0
896,2980,0
65392,60078,0
2841,231,1
76045,2378,0
27104,64066,0
113114,2414,0
2273,341,1
2587,91386,0
12620,22190,1
40164,115016,0
49468,114589,0
4671,18478,0
113114,54083,0
20805,103347,0
40164,69677,0
1840,34166,1
76045,96252,0
40164,2841,0
63574,2877,1
27104,52772,0
40164,66165,1
701,59771,0
896,11421,0
20805,71720,0
35981,16117,0
113114,45359,0
896,16117,0
755,99507,0
113114,704,0
76045,106180,0
40196,1124,0
27104,12625,0
270,28436,0
20805,3756,0
113114,8966,0
113114,9298,0
76045,34166,0
755,12850,0
12008,49187,0
40164,14697,0
20805,11953,1
2483,37541,0
