UID,FirstName,AmbiguityScore,Gender,EmployeeType
24809,Cooke,NotFound,I,NonCore
24810,None,NotFound,I,NonEnron
24811,None,NotFound,I,NonEnron
24812,Jason,1.002792556,M,NonEnron
24813,Cookingcom,NotFound,I,NonEnron
24814,None,NotFound,I,NonEnron
24815,Chuck,0.060890215,M,NonEnron
24816,Ben,0.921201423,M,NonEnron
24817,Cooldeals,NotFound,I,NonEnron
24818,Coole,NotFound,I,NonCore
24819,Kelly,39.28729316,F,NonEnron
24820,None,NotFound,I,NonEnron
24821,Coolmemberslist,NotFound,I,NonEnron
24822,Coolus,NotFound,I,NonEnron
24823,None,NotFound,I,NonEnron
24824,Coombs,NotFound,I,NonCore
24825,Susan,0.439794775,F,NonEnron
24826,Vern,6.241872562,M,NonEnron
24831,Barbara,0.578192444,F,NonEnron
24832,Cooper,0,M,NonCore
24833,Cooper,0,M,NonEnron
24834,Cooper,0,M,NonEnron
24835,Georgina,0,F,NonEnron
24836,None,NotFound,I,NonEnron
24837,Cooper,0,M,NonEnron
24838,None,NotFound,I,NonEnron
24839,Sean,1.779559118,M,NonEnron
24840,Cooperscloset,NotFound,I,NonEnron
24841,Cooper,0,M,NonEnron
24842,Cooper,0,M,NonEnron
24843,Sonia,0.668896321,F,NonEnron
24844,None,NotFound,I,NonEnron
24845,None,NotFound,I,NonEnron
24846,Copeland,0,M,NonCore
24847,Copper,NotFound,I,NonEnron
24848,Chad,0.880790215,M,NonEnron
24849,None,NotFound,I,NonEnron
24854,None,NotFound,I,NonEnron
24855,Cora,0.772693677,F,NonCore
24856,John,0.728227303,M,NonEnron
24857,Corbett,0,M,NonCore
24860,Corbin,0,M,NonEnron
24861,Corbin,0,M,NonEnron
24863,Corbin,0,M,NonEnron
24864,Corby,47.44455159,M,NonEnron
24865,Corby,47.44455159,M,NonEnron
24866,Corcoran,NotFound,I,NonCore
24867,Cordell,1.747640685,M,NonCore
24868,Corder,NotFound,I,NonCore
24870,Cordia,0,F,NonEnron
24871,None,NotFound,I,NonEnron
24872,Cordts,NotFound,I,NonCore
24874,Core,NotFound,I,NonEnron
24876,Corejr,NotFound,I,NonEnron
24877,Corey,11.15556909,M,NonEnron
24878,Corey,11.15556909,M,NonCore
24879,Corey,11.15556909,M,NonEnron
24880,Corey,11.15556909,M,NonEnron
24883,Corey,11.15556909,M,NonEnron
24884,Corey,11.15556909,M,NonCore
24885,Paula,0.509781116,F,NonCore
24886,Coreycode,NotFound,I,NonEnron
24887,Corina,0,F,NonCore
24889,Corina,0,F,NonEnron
24890,None,NotFound,I,NonEnron
24891,Corinna,0,F,NonCore
24893,Corinna,0,F,NonEnron
24894,Corinne,0,F,NonEnron
24895,Corinne,0,F,NonEnron
24896,Corinnegiacobbe,NotFound,I,NonEnron
24897,Corinne,0,F,NonEnron
24898,Corinne,0,F,NonEnron
24899,Corinne,0,F,NonEnron
24900,Corinne,0,F,NonEnron
24901,Corinne,0,F,NonEnron
24903,Corio,NotFound,I,NonCore
24904,None,NotFound,I,NonEnron
24905,Corman,0,M,NonCore
24906,Corman,0,M,NonEnron
24907,Cormier,NotFound,I,NonCore
24908,None,NotFound,I,NonCore
24909,Cornelio,0,M,NonCore
24910,Cornelius,3.784980874,M,NonCore
24911,Deb,0,F,NonEnron
24912,Cornelli,NotFound,I,NonEnron
24913,None,NotFound,I,NonEnron
24914,James,0.809471815,M,NonEnron
24915,Corneshaas,NotFound,I,NonEnron
24916,Cornett,NotFound,I,NonCore
24917,Corny,NotFound,I,NonEnron
24918,Cornibe,NotFound,I,NonCore
24919,Chantel,0.35932447,F,NonEnron
24920,Patricia,0.592963376,F,NonEnron
24921,Sally,0.632705518,F,NonEnron
24922,None,NotFound,I,NonEnron
24923,Corny,NotFound,I,NonEnron
24924,Cecilia,0.230501052,F,NonEnron
24925,Corona,0,F,NonCore
24926,Corp,NotFound,I,NonCore
24927,Corp,NotFound,I,NonCore
24928,Corp,NotFound,I,NonCore
24929,Corp,NotFound,I,NonCore
24931,Corporate,NotFound,I,NonCore
24932,Aep,NotFound,I,NonEnron
24933,Committee,NotFound,I,NonEnron
24934,Corpjobs,NotFound,I,NonCore
24935,None,NotFound,I,NonCore
24936,Corporate,NotFound,I,NonCore
24937,Corporate,NotFound,I,NonCore
24938,Corporate,NotFound,I,NonCore
24939,Corporate,NotFound,I,NonCore
24940,Corporate,NotFound,I,NonCore
24942,Martindalehubbell,NotFound,I,NonEnron
24944,American,NotFound,I,NonEnron
24947,Tax,NotFound,I,NonCore
24948,Corrieb,NotFound,I,NonEnron
24949,Corrier,NotFound,I,NonEnron
24950,Corrier,NotFound,I,NonCore
24951,None,NotFound,I,NonEnron
24952,Corrina,0,F,NonEnron
24954,None,NotFound,I,NonEnron
24955,Corritore,NotFound,I,NonCore
24961,Corsog,NotFound,I,NonEnron
24962,Cort,0,M,NonEnron
24963,None,NotFound,I,NonEnron
24964,None,NotFound,I,NonCore
24965,Gina,0.499703991,F,NonCore
24967,Cortez,0.688231246,M,NonCore
24968,Cortright,NotFound,I,NonEnron
24969,Cort,0,M,NonEnron
24970,Corum,NotFound,I,NonCore
24971,Sonny,2.807316036,M,NonEnron
24972,Raven,54.94716619,F,NonEnron
24973,Cory,16.14183646,M,NonEnron
24974,Cory,16.14183646,M,NonCore
24977,Cory,16.14183646,M,NonCore
24978,Corey,11.15556909,M,NonEnron
24979,None,NotFound,I,NonEnron
24980,Cory,16.14183646,M,NonEnron
24981,Cory,16.14183646,M,NonEnron
24982,Cory,16.14183646,M,NonEnron
24983,Cosby,0,M,NonEnron
24984,None,NotFound,I,NonEnron
24985,Kelly,39.28729316,F,NonEnron
24986,Coskey,NotFound,I,NonCore
24987,Cosmo,0,M,NonEnron
24988,Jeannie,0.335145857,F,NonEnron
24989,Cosmos,0,M,NonEnron
24990,None,NotFound,I,NonEnron
24991,None,NotFound,I,NonEnron
24992,Costa,0,M,NonCore
24993,Costa,0,M,NonEnron
24994,None,NotFound,I,NonEnron
24995,Costconews,NotFound,I,NonEnron
24996,Costello,22.72727273,M,NonCore
24997,Mark,0.559861654,M,NonEnron
24998,Phil,0.474419797,M,NonEnron
24999,Richard,0.642741043,M,NonCore
25000,Cott,0,M,NonEnron
25001,Cottle,NotFound,I,NonCore
25002,None,NotFound,I,NonEnron
25003,Lisa,0.54717905,F,NonEnron
25004,None,NotFound,I,NonCore
25006,Cotton,0,M,NonCore
25007,None,NotFound,I,NonEnron
25008,Cottrell,0,M,NonCore
25009,Cottrell,0,M,NonEnron
25011,None,NotFound,I,NonEnron
25012,Stephen,0.571884443,M,NonEnron
25013,None,NotFound,I,NonEnron
25014,None,NotFound,I,NonEnron
25015,None,NotFound,I,NonEnron
25016,None,NotFound,I,NonEnron
25017,Rick,0.342981429,M,NonCore
25019,None,NotFound,I,NonEnron
25020,Enron,NotFound,I,NonCore
25021,Com,NotFound,I,NonEnron
25022,Dustin,2.369668246,M,NonEnron
25023,John,0.728227303,M,NonEnron
25024,None,NotFound,I,NonEnron
25025,None,NotFound,I,NonEnron
25026,Court,0,M,NonEnron
25027,Courtnay,0,F,NonEnron
25028,Courtney,48.66150188,F,NonEnron
25029,Courtney,48.66150188,F,NonEnron
25034,Courtney,48.66150188,F,NonEnron
25035,Bennett,0.394153391,M,NonEnron
25036,Courtney,48.66150188,F,NonEnron
25037,Courtney,48.66150188,F,NonEnron
25038,Courtney,48.66150188,F,NonEnron
25039,Courtney,48.66150188,F,NonCore
25040,Courtney,48.66150188,F,NonEnron
25041,Courtney,48.66150188,F,NonEnron
25042,Courtney,48.66150188,F,NonCore
25043,Courtney,48.66150188,F,NonCore
25045,Courtney,48.66150188,F,NonEnron
25046,Courtney,48.66150188,F,NonCore
25047,Courtney,48.66150188,F,NonEnron
25048,Courtenay,34.44108761,F,NonEnron
25049,Courtney,48.66150188,F,NonEnron
25050,Courtney,48.66150188,F,NonEnron
25051,Courtney,48.66150188,F,NonEnron
25052,None,NotFound,I,NonEnron
25053,None,NotFound,I,NonEnron
25054,None,NotFound,I,NonEnron
25055,Courtney,48.66150188,F,NonEnron
25056,Courtney,48.66150188,F,NonEnron
25057,Courtney,48.66150188,F,NonEnron
25058,Courtney,48.66150188,F,NonEnron
25059,Courtney,48.66150188,F,NonEnron
25060,Courtney,48.66150188,F,NonEnron
25061,Courtney,48.66150188,F,NonEnron
25062,Courtnie,0,F,NonCore
25064,Cousino,NotFound,I,NonCore
25065,None,NotFound,I,NonEnron
25066,Lise,0,F,NonEnron
25067,Charles,0.96630302,M,NonEnron
25068,Bill,0.590228982,M,NonEnron
25069,None,NotFound,I,NonCore
25070,Cowan,0,M,NonCore
25071,Cowan,0,M,NonEnron
25072,Cowan,0,M,NonEnron
25073,Mark,0.559861654,M,NonEnron
25074,Peter,0.592872332,M,NonEnron
25075,None,NotFound,I,NonEnron
25076,None,NotFound,I,NonEnron
25077,Erin,10.22087237,F,NonEnron
25078,None,NotFound,I,NonEnron
25079,Cowman,NotFound,I,NonCore
25080,None,NotFound,I,NonEnron
25081,None,NotFound,I,NonCore
25082,None,NotFound,I,NonCore
25083,Cox,NotFound,I,NonCore
25084,Robin,24.38892525,F,NonEnron
25085,Andy,2.419579986,M,NonEnron
25086,Clay,1.793333746,M,NonEnron
25087,Dave,0.333428211,M,NonEnron
25088,The,NotFound,I,NonEnron
25089,Keith,0.937046453,M,NonEnron
25090,Coy,10.05066411,M,NonEnron
25091,John,0.728227303,M,NonEnron
25092,Kevin,0.957393257,M,NonEnron
25093,Coyle,0,M,NonEnron
25094,None,NotFound,I,NonEnron
25095,Drew,4.481207838,M,NonEnron
25096,Catherine,0.584095429,F,NonEnron
25097,None,NotFound,I,NonEnron
25098,None,NotFound,I,NonEnron
25099,None,NotFound,I,NonEnron
25100,Club,NotFound,I,NonEnron
25101,None,NotFound,I,NonEnron
25102,Cliff,0,M,NonEnron
25103,Curtis,1.639651808,M,NonEnron
25104,Casino,0,M,NonEnron
25105,Att,NotFound,I,NonEnron
25106,Datecom,NotFound,I,NonEnron
25108,Megan,0.574474197,F,NonEnron
25110,Christopher,1.013790345,M,NonEnron
25111,None,NotFound,I,NonEnron
25112,Clay,1.793333746,M,NonEnron
25113,None,NotFound,I,NonEnron
25115,Jay,2.48140882,M,NonEnron
25117,Chris,31.83223711,M,NonEnron
25118,None,NotFound,I,NonEnron
25119,Cpanter,NotFound,I,NonEnron
25120,None,NotFound,I,NonEnron
25121,Cliff,0,M,NonEnron
25122,None,NotFound,I,NonEnron
25123,Cpapousek,NotFound,I,NonEnron
25124,Chris,31.83223711,M,NonEnron
25125,Constance,0.61809105,F,NonEnron
25128,Colleen,0.374164968,F,NonEnron
25129,Cpasteg,NotFound,I,NonCore
25130,None,NotFound,I,NonEnron
25131,Sara,0.64769104,F,NonEnron
25132,None,NotFound,I,NonEnron
25133,Carrin,0,F,NonEnron
25134,None,NotFound,I,NonCore
25136,Cpatrick,NotFound,I,NonCore
25137,None,NotFound,I,NonEnron
25138,Christopher,1.013790345,M,NonEnron
25139,Christopher,1.013790345,M,NonEnron
25140,Cpavlica,NotFound,I,NonEnron
25141,None,NotFound,I,NonEnron
25142,Cpb,NotFound,I,NonEnron
25143,Cpbartle,NotFound,I,NonEnron
25144,Chuck,0.060890215,M,NonEnron
25145,None,NotFound,I,NonEnron
25146,Chris,31.83223711,M,NonEnron
25147,Chris,31.83223711,M,NonEnron
25148,None,NotFound,I,NonEnron
25149,None,NotFound,I,NonEnron
25150,None,NotFound,I,NonEnron
25151,Cynthia,0.491960523,F,NonCore
25152,None,NotFound,I,NonEnron
25153,Clyde,2.292685638,M,NonEnron
25154,Carlos,2.396594572,M,NonEnron
25157,None,NotFound,I,NonEnron
25158,None,NotFound,I,NonCore
25159,Craig,0.627204673,M,NonEnron
25169,Chris,31.83223711,M,NonEnron
25170,Cpeterso,NotFound,I,NonEnron
25171,None,NotFound,I,NonEnron
25172,Cpeyton,NotFound,I,NonEnron
25173,Christopher,1.013790345,M,NonEnron
25174,Chuck,0.060890215,M,NonCore
25177,None,NotFound,I,NonEnron
25178,Chris,31.83223711,M,NonEnron
25179,Cphillabaum,NotFound,I,NonEnron
25181,None,NotFound,I,NonEnron
25183,Chris,31.83223711,M,NonEnron
25184,Ve,NotFound,I,NonEnron
25185,None,NotFound,I,NonEnron
25186,None,NotFound,I,NonEnron
25188,Cpittma,NotFound,I,NonEnron
25189,None,NotFound,I,NonEnron
25190,Christopher,1.013790345,M,NonEnron
25191,Pat,73.38959065,F,NonEnron
25192,Caryplatkin,NotFound,I,NonEnron
25193,Annette,0.695894224,F,NonEnron
25194,Catherine,0.584095429,F,NonEnron
25195,Collins,0,M,NonEnron
25196,Craig,0.627204673,M,NonEnron
25197,None,NotFound,I,NonEnron
25198,C,NotFound,I,NonEnron
25199,Carol,1.533214211,F,NonEnron
25200,Connie,3.840435471,F,NonEnron
25202,None,NotFound,I,NonEnron
25203,Cporter,NotFound,I,NonEnron
25204,Callie,5.422647528,F,NonEnron
25206,Chad,0.880790215,M,NonEnron
25207,None,NotFound,I,NonEnron
25209,Crispy,NotFound,I,NonEnron
25211,None,NotFound,I,NonCore
25213,Annie,1.346571,F,NonEnron
25214,Chas,0,M,NonEnron
25215,None,NotFound,I,NonEnron
25216,None,NotFound,I,NonEnron
25217,None,NotFound,I,NonEnron
25218,Cheri,0.077207656,F,NonEnron
25219,None,NotFound,I,NonEnron
25220,Cpsco,NotFound,I,NonEnron
25221,None,NotFound,I,NonEnron
25222,Cassandra,0.478446456,F,NonEnron
25223,None,NotFound,I,NonEnron
25224,Paulina,0,F,NonEnron
25225,Cptautf,NotFound,I,NonEnron
25226,None,NotFound,I,NonEnron
25227,None,NotFound,I,NonEnron
25228,None,NotFound,I,NonEnron
25229,None,NotFound,I,NonEnron
25230,None,NotFound,I,NonEnron
25232,Marvin,1.252816826,M,NonEnron
25233,None,NotFound,I,NonEnron
25234,Chris,31.83223711,M,NonEnron
25236,Cole,0,M,NonEnron
25237,Carla,0.484174982,F,NonEnron
25238,None,NotFound,I,NonEnron
25240,None,NotFound,I,NonEnron
25241,None,NotFound,I,NonEnron
25243,Cr,NotFound,I,NonEnron
25244,Chas,0,M,NonEnron
25245,Bill,0.590228982,M,NonEnron
25247,None,NotFound,I,NonEnron
25248,None,NotFound,I,NonEnron
25250,Skip,0,M,NonEnron
25251,Crabtree,NotFound,I,NonCore
25252,Annie,1.346571,F,NonEnron
25253,Shawn,32.4156591,M,NonEnron
25254,Gay,9.908429209,F,NonEnron
25255,Charles,0.96630302,M,NonEnron
25256,Chris,31.83223711,M,NonEnron
25257,Aunt,NotFound,I,NonEnron
25259,None,NotFound,I,NonEnron
25262,Craig,0.627204673,M,NonEnron
25263,Craig,0.627204673,M,NonEnron
25264,Craig,0.627204673,M,NonEnron
25270,Craig,0.627204673,M,NonEnron
25279,Craig,0.627204673,M,NonCore
25281,Craig,0.627204673,M,NonCore
25282,Craig,0.627204673,M,NonEnron
25283,Craig,0.627204673,M,NonEnron
25288,Craig,0.627204673,M,NonEnron
25289,Craig,0.627204673,M,NonEnron
25290,Craig,0.627204673,M,NonEnron
25291,Craig,0.627204673,M,NonEnron
25293,Craig,0.627204673,M,NonEnron
25295,Craig,0.627204673,M,NonEnron
25296,Craig,0.627204673,M,NonCore
25297,Craig,0.627204673,M,NonEnron
25300,Craig,0.627204673,M,NonCore
25303,Craig,0.627204673,M,NonCore
25304,Craig,0.627204673,M,NonEnron
25305,Craig,0.627204673,M,NonEnron
25306,Craig,0.627204673,M,NonCore
25307,Craig,0.627204673,M,NonEnron
25308,Craig,0.627204673,M,NonEnron
25310,Craig,0.627204673,M,NonEnron
25311,Craig,0.627204673,M,NonEnron
25312,Craig,0.627204673,M,NonEnron
25316,Craig,0.627204673,M,NonEnron
25317,Craig,0.627204673,M,NonCore
25319,Craig,0.627204673,M,NonEnron
25320,Craig,0.627204673,M,NonEnron
25321,Craig,0.627204673,M,NonEnron
25322,Craig,0.627204673,M,NonEnron
25323,Craig,0.627204673,M,NonCore
25324,Craig,0.627204673,M,NonCore
25325,Craig,0.627204673,M,NonEnron
25326,Craig,0.627204673,M,NonEnron
25327,Craig,0.627204673,M,NonCore
25328,Craig,0.627204673,M,NonCore
25334,Craig,0.627204673,M,NonCore
25335,Craig,0.627204673,M,NonEnron
25336,Craig,0.627204673,M,NonEnron
25337,Craig,0.627204673,M,NonCore
25338,None,NotFound,I,NonEnron
25339,Craig,0.627204673,M,NonEnron
25340,Craig,0.627204673,M,NonEnron
25341,Craig,0.627204673,M,NonEnron
25342,Craig,0.627204673,M,NonEnron
25344,Craig,0.627204673,M,NonEnron
25345,Craig,0.627204673,M,NonEnron
25346,Craig,0.627204673,M,NonEnron
25347,Craig,0.627204673,M,NonEnron
25348,Craig,0.627204673,M,NonEnron
25349,Craig,0.627204673,M,NonEnron
25350,None,NotFound,I,NonEnron
25351,Craig,0.627204673,M,NonEnron
25352,Craig,0.627204673,M,NonEnron
25354,Craig,0.627204673,M,NonEnron
25355,None,NotFound,I,NonEnron
25356,Craig,0.627204673,M,NonEnron
25357,Craig,0.627204673,M,NonEnron
25358,Craig,0.627204673,M,NonEnron
25359,Craig,0.627204673,M,NonEnron
25360,John,0.728227303,M,NonEnron
25361,None,NotFound,I,NonEnron
25362,Craig,0.627204673,M,NonEnron
25363,None,NotFound,I,NonEnron
25365,Craigl,NotFound,I,NonEnron
25366,Craig,0.627204673,M,NonEnron
25367,Craig,0.627204673,M,NonEnron
25368,Craig,0.627204673,M,NonEnron
25369,Mike,0.652273932,M,NonEnron
25370,Craig,0.627204673,M,NonEnron
25371,None,NotFound,I,NonEnron
25372,None,NotFound,I,NonEnron
25373,Craig,0.627204673,M,NonEnron
25374,Craig,0.627204673,M,NonEnron
25375,Steve,0.672243959,M,NonEnron
25376,None,NotFound,I,NonEnron
25378,Craig,0.627204673,M,NonEnron
25379,None,NotFound,I,NonEnron
25380,Craig,0.627204673,M,NonCore
25381,Craig,0.627204673,M,NonEnron
25382,Craig,0.627204673,M,NonEnron
25383,Craig,0.627204673,M,NonEnron
25384,Craig,0.627204673,M,NonEnron
25385,Craig,0.627204673,M,NonEnron
25386,Craig,0.627204673,M,NonEnron
25388,Craig,0.627204673,M,NonEnron
25389,None,NotFound,I,NonEnron
25390,Craig,0.627204673,M,NonEnron
25391,Cyrus,0,M,NonCore
25393,None,NotFound,I,NonEnron
25394,None,NotFound,I,NonEnron
25395,Erik,0.983675668,M,NonEnron
25396,Cramer,0,M,NonEnron
25397,Cynthia,0.491960523,F,NonCore
25399,None,NotFound,I,NonEnron
25400,None,NotFound,I,NonEnron
25403,Crandall,0,M,NonCore
25404,Crandall,0,M,NonCore
25405,Crandall,0,M,NonCore
25406,Crandall,0,M,NonCore
25407,Maureen,0.458715596,F,NonEnron
25409,Crane,0,M,NonCore
25410,None,NotFound,I,NonEnron
25411,Connie,3.840435471,F,NonEnron
25412,Cliff,0,M,NonEnron
25413,Cranton,NotFound,I,NonCore
25414,Marcy,2.066905615,F,NonEnron
25415,Crapitto,NotFound,I,NonCore
25416,Shelly,4.312466714,F,NonEnron
25417,Carol,1.533214211,F,NonEnron
25418,Charlotte,0.604387356,F,NonCore
25419,Cratmiami,NotFound,I,NonEnron
25420,Chris,31.83223711,M,NonEnron
25421,None,NotFound,I,NonEnron
25422,Craven,0,M,NonEnron
25423,None,NotFound,I,NonEnron
25424,Carrie,0.849984967,F,NonEnron
25425,None,NotFound,I,NonEnron
25426,Leigh,23.6539476,F,NonEnron
25427,Gene,5.712314303,M,NonEnron
25428,Crawford,0,M,NonEnron
25429,Crawford,0,M,NonEnron
25430,Crawford,0,M,NonEnron
25431,Clay,1.793333746,M,NonEnron
25432,None,NotFound,I,NonEnron
25433,Cray,0,M,NonCore
25434,Cray,0,M,NonEnron
25435,Brian,0.682515661,M,NonEnron
25436,None,NotFound,I,NonEnron
25437,Chris,31.83223711,M,NonEnron
25438,None,NotFound,I,NonEnron
25439,Gary,0.659223375,M,NonEnron
25440,None,NotFound,I,NonEnron
25441,Charlotte,0.604387356,F,NonEnron
25442,None,NotFound,I,NonEnron
25443,None,NotFound,I,NonEnron
25444,Chris,31.83223711,M,NonEnron
25445,None,NotFound,I,NonEnron
25446,Crcommunications,NotFound,I,NonEnron
25447,None,NotFound,I,NonEnron
25448,Calvin,1.499724392,M,NonEnron
25449,None,NotFound,I,NonEnron
25450,None,NotFound,I,NonEnron
25452,Cread,NotFound,I,NonEnron
25453,Creali,NotFound,I,NonEnron
25454,Lib,NotFound,I,NonEnron
25455,Gary,0.659223375,M,NonEnron
25456,Louis,1.280670697,M,NonEnron
25457,None,NotFound,I,NonCore
25458,None,NotFound,I,NonCore
25459,None,NotFound,I,NonCore
25460,Conf,NotFound,I,NonCore
25461,Conf,NotFound,I,NonCore
25462,Conf,NotFound,I,NonCore
25463,Conf,NotFound,I,NonCore
25464,Carolyn,0.592181925,F,NonEnron
25465,Carla,0.484174982,F,NonEnron
25466,Credit,NotFound,I,NonCore
25467,Debra,0.416441563,F,NonCore
25468,Credit,NotFound,I,NonCore
25469,None,NotFound,I,NonEnron
25470,Irene,0.908908306,F,NonCore
25471,Creditprocessing,NotFound,I,NonEnron
25472,Credit,NotFound,I,NonEnron
25473,Creed,0,M,NonEnron
25474,Cliff,0,M,NonEnron
25475,Creed,0,M,NonEnron
25476,None,NotFound,I,NonEnron
25477,Creedon,NotFound,I,NonCore
25478,Lesli,0,F,NonEnron
25479,Creek,NotFound,I,NonEnron
25480,Creel,NotFound,I,NonCore
25481,John,0.728227303,M,NonEnron
25483,Chris,31.83223711,M,NonEnron
25486,Cregg,0,M,NonEnron
25487,Cregg,0,M,NonEnron
25488,Crego,NotFound,I,NonCore
25489,None,NotFound,I,NonEnron
25490,None,NotFound,I,NonEnron
25491,None,NotFound,I,NonEnron
25493,Christina,0.621331634,F,NonEnron
25494,Cremington,NotFound,I,NonEnron
25495,None,NotFound,I,NonEnron
25496,Shirley,1.872917763,F,NonCore
25497,Carol,1.533214211,F,NonEnron
25498,None,NotFound,I,NonEnron
25499,Crescida,NotFound,I,NonEnron
25500,Cresencia,0,F,NonCore
25501,Crespo,NotFound,I,NonCore
25502,None,NotFound,I,NonEnron
25503,None,NotFound,I,NonEnron
25504,None,NotFound,I,NonEnron
25507,Robert,0.735430845,M,NonEnron
25508,William,0.714478673,M,NonEnron
25509,Christina,0.621331634,F,NonEnron
25510,None,NotFound,I,NonEnron
25511,Cr,NotFound,I,NonEnron
25512,Clark,0.341078661,M,NonEnron
25513,None,NotFound,I,NonEnron
25514,None,NotFound,I,NonEnron
25515,None,NotFound,I,NonEnron
25516,None,NotFound,I,NonEnron
25517,Frank,0.878681758,M,NonEnron
25518,None,NotFound,I,NonEnron
25519,Criado,NotFound,I,NonCore
25521,None,NotFound,I,NonEnron
25522,Crice,NotFound,I,NonEnron
25523,Crice,NotFound,I,NonEnron
25524,Christine,0.611325533,F,NonEnron
25526,Cynthia,0.491960523,F,NonEnron
25527,Craig,0.627204673,M,NonEnron
25530,None,NotFound,I,NonCore
25532,None,NotFound,I,NonEnron
25533,Clay,1.793333746,M,NonEnron
25534,Craig,0.627204673,M,NonEnron
25535,Crietscha,NotFound,I,NonEnron
25536,None,NotFound,I,NonEnron
25539,Christina,0.621331634,F,NonEnron
25540,Claudette,0.128093159,F,NonEnron
25541,Estela,0,F,NonEnron
25542,James,0.809471815,M,NonEnron
25544,Cris,68.95380435,M,NonCore
25545,Cris,68.95380435,M,NonCore
25546,Cris,68.95380435,M,NonCore
25549,Cris,68.95380435,M,NonEnron
25554,Cristal,0,F,NonCore
25556,Cristian,13.96303901,M,NonEnron
25557,Cristian,13.96303901,M,NonCore
25558,Cristian,13.96303901,M,NonEnron
25559,Cristin,5.782060786,F,NonEnron
25560,Cristina,0.304878049,F,NonEnron
25561,Cristina,0.304878049,F,NonCore
25563,Cristina,0.304878049,F,NonEnron
25564,Cristina,0.304878049,F,NonEnron
25567,Cristina,0.304878049,F,NonEnron
25568,Cristina,0.304878049,F,NonEnron
25569,Cristinah,NotFound,I,NonEnron
25570,Cristina,0.304878049,F,NonEnron
25571,Cristina,0.304878049,F,NonEnron
25572,Cristina,0.304878049,F,NonEnron
25573,Cristobal,0,M,NonCore
25574,Cris,68.95380435,M,NonEnron
25575,None,NotFound,I,NonCore
25576,Critz,NotFound,I,NonCore
25577,None,NotFound,I,NonEnron
25580,None,NotFound,I,NonEnron
25581,Charles,0.96630302,M,NonEnron
25582,None,NotFound,I,NonEnron
25583,Com,NotFound,I,NonEnron
25584,None,NotFound,I,NonEnron
25585,None,NotFound,I,NonEnron
25586,Carlos,2.396594572,M,NonEnron
25587,Crmesser,NotFound,I,NonEnron
25588,Chris,31.83223711,M,NonEnron
25589,Charles,0.96630302,M,NonEnron
25590,Chris,31.83223711,M,NonEnron
25591,None,NotFound,I,NonCore
25592,None,NotFound,I,NonCore
25593,Craig,0.627204673,M,NonEnron
25594,Cheryl,0.441408353,F,NonEnron
25595,None,NotFound,I,NonEnron
25596,Cathy,0.422177228,F,NonEnron
25597,None,NotFound,I,NonEnron
25598,Mmwec,NotFound,I,NonEnron
25600,Cuthbert,0,M,NonCore
25602,None,NotFound,I,NonEnron
25603,Corby,47.44455159,M,NonEnron
25604,Crobertson,NotFound,I,NonEnron
25605,Corby,47.44455159,M,NonEnron
25606,Charles,0.96630302,M,NonCore
25607,Craig,0.627204673,M,NonEnron
25608,Charlie,11.19474949,M,NonEnron
25609,None,NotFound,I,NonEnron
25610,None,NotFound,I,NonEnron
25611,Crockett,0,M,NonCore
25612,None,NotFound,I,NonEnron
25613,Enrica,0,F,NonEnron
25615,Crodrig,NotFound,I,NonCore
25616,Cynthia,0.491960523,F,NonEnron
25617,Croft,NotFound,I,NonCore
25619,Paul,0.716978514,M,NonEnron
25620,Conf,NotFound,I,NonCore
25621,None,NotFound,I,NonEnron
25623,None,NotFound,I,NonEnron
25624,None,NotFound,I,NonEnron
25625,Jennifer,0.593934154,F,NonCore
25626,None,NotFound,I,NonCore
25627,Crook,NotFound,I,NonCore
25628,Sue,0.552961017,F,NonEnron
25629,None,NotFound,I,NonEnron
25630,Larry,0.829724537,M,NonEnron
25631,Olivier,0,M,NonEnron
25632,Crosby,0,M,NonCore
25633,None,NotFound,I,NonEnron
25634,Chris,31.83223711,M,NonEnron
25635,None,NotFound,I,NonEnron
25636,Carl,1.137012322,M,NonEnron
25637,None,NotFound,I,NonEnron
25638,None,NotFound,I,NonEnron
25639,Deana,0.169122977,F,NonEnron
25640,Mark,0.559861654,M,NonEnron
25641,None,NotFound,I,NonEnron
25642,None,NotFound,I,NonEnron
25643,None,NotFound,I,NonEnron
25644,Crosswalk,NotFound,I,NonEnron
25645,None,NotFound,I,NonEnron
25646,None,NotFound,I,NonCore
25647,None,NotFound,I,NonEnron
25648,None,NotFound,I,NonEnron
25649,None,NotFound,I,NonEnron
25650,Crow,NotFound,I,NonEnron
25651,None,NotFound,I,NonEnron
25652,Crowder,NotFound,I,NonCore
25653,Crowdis,NotFound,I,NonCore
25654,Crowley,NotFound,I,NonCore
25655,Sean,1.779559118,M,NonEnron
25656,None,NotFound,I,NonEnron
25657,John,0.728227303,M,NonEnron
25658,None,NotFound,I,NonEnron
25659,None,NotFound,I,NonEnron
25660,Croxons,NotFound,I,NonEnron
25661,Steve,0.672243959,M,NonEnron
25662,Margie,0.808950349,F,NonCore
25663,C,NotFound,I,NonEnron
25664,Crrackups,NotFound,I,NonEnron
25665,Center,NotFound,I,NonEnron
25666,None,NotFound,I,NonEnron
25667,Chris,31.83223711,M,NonEnron
25668,None,NotFound,I,NonEnron
25669,None,NotFound,I,NonEnron
25670,Colleen,0.374164968,F,NonEnron
